artist,score,weighted_score,url
Fantasma (Brujeria),1,1,https://www.youtube.com/watch?v=TOgi7gHiknU
The Lonely Biscuits,6,6,https://www.youtube.com/watch?v=BDdBsbY33c8
Jessica Hernandez & The Deltas,5,5,https://www.youtube.com/watch?v=EtvncnJnuCU
Nudity,1,1,https://www.youtube.com/watch?v=8WZzuB0V75Y
Rahzel,1,1,https://www.youtube.com/watch?v=lUKssQ4W0BI
Grace Weber,6,6,https://www.youtube.com/watch?v=0gcZjhvBkIs
Destroyer,5,5,https://www.youtube.com/watch?v=-A0ESji4Ksk
London Grammar,4,4,https://www.youtube.com/watch?v=PJhnAf0Z0MY
Chelsea Wolfe,8,24,https://www.youtube.com/watch?v=hIOFsF-fhyg
John Flansburgh (They Might Be Giants),1,1,https://www.youtube.com/watch?v=G5WR4id5f1c
Kanon Wakeshima,1,1,https://www.youtube.com/watch?v=0bYIkqoq_eA
Jai Paul,1,1,https://www.youtube.com/watch?v=b--HDf3QpF8
De'Anza,1,1,https://www.youtube.com/watch?v=EC7iJgrjbgg
Tigerwine,5,5,https://www.youtube.com/watch?v=GatWlT5ISZw
Grimes,8,32,https://www.youtube.com/watch?v=iqR6EolWARE
LIGHTWASH,1,1,https://www.youtube.com/watch?v=96EVtzOtMlk
Lawrence Brownlee,1,1,https://www.youtube.com/watch?v=HNY2u53wUbU
Elliott BROOD,9,9,https://www.youtube.com/watch?v=AnPqf-lIa6c
Pétur Ben,5,5,https://www.youtube.com/watch?v=ZvOKkojPTEU
Duff Goldman,1,1,https://www.youtube.com/watch?v=uMGBSnCJ7qA
Saint Rich,8,8,https://www.youtube.com/watch?v=ZEF3T7ZIamo
Kelly Hogan,1,1,https://www.youtube.com/watch?v=3zCFPqGfNic
Akron Family,1,1,https://www.youtube.com/watch?v=l1AzpuORG9Q
Boyo,1,1,https://www.youtube.com/watch?v=cbboIwGp8L0
The Obsessives,7,7,https://www.youtube.com/watch?v=FJ8eu7ESvnE
Buika,1,1,https://www.youtube.com/watch?v=-qryg2q3lUs
Brooke Annibale,6,6,https://www.youtube.com/watch?v=pT0rRlWAZXk
The Fresh & Onlys,5,5,https://www.youtube.com/watch?v=-3IxynHEsZ8
AAN,5,5,https://www.youtube.com/watch?v=cs1MicgV_jU
Until The Ribbon Breaks,6,12,https://www.youtube.com/watch?v=iLh8QGDsQ5E
Efterklang,1,1,https://www.youtube.com/watch?v=Gbjo5-lxzIs
Wildcat! Wildcat!,4,4,https://www.youtube.com/watch?v=T40DVNYRc5o
John Doe,18,36,https://www.youtube.com/watch?v=wURlYNStpGI
She Devils,1,1,https://www.youtube.com/watch?v=VFmIfoi1B-g
Run The Jewels,6,12,https://www.youtube.com/watch?v=C8zQHaIPzVw
dj flugvél og geimskip,2,2,https://www.youtube.com/watch?v=0ovAuAPdMbA
Fluffgirl Burlesque,1,1,https://www.youtube.com/watch?v=iqX91t4MX7s
Jah9,5,5,https://www.youtube.com/watch?v=hBtY8Bkkahg
Veil of Maya,4,4,https://www.youtube.com/watch?v=buTFr5y8Brk
Sam Amidon,4,4,https://www.youtube.com/watch?v=Co6N4sffdJA
Wild Belle,1,1,https://www.youtube.com/watch?v=bH-Cgwf8HUo
Cat Power,1,1,https://www.youtube.com/watch?v=i6qQmh8nAKc
Lesbian,1,1,https://www.youtube.com/watch?v=wVPD-BEG1Bc
Star Anna,11,11,https://www.youtube.com/watch?v=z6l1jmfAJbQ
Khaira Arby,1,1,https://www.youtube.com/watch?v=cdpNQ90gGXQ
Scuba,1,1,https://www.youtube.com/watch?v=UI2FLqROlV8
James Vincent McMorrow,6,12,https://www.youtube.com/watch?v=JhUXf3bGuQU
Mariachi El Bronx,11,33,https://www.youtube.com/watch?v=qwLqiSXib34
Lloyd Cole,5,5,https://www.youtube.com/watch?v=L8FNQiKtMY0
Rex Orange County,1,1,https://www.youtube.com/watch?v=nogyt5yl9Dc
Brick + Mortar,4,4,https://www.youtube.com/watch?v=oEEl0bPb_Yk
The Black Angels,16,32,https://www.youtube.com/watch?v=33AamoXhndg
Moon Tooth,5,5,https://www.youtube.com/watch?v=TlKF5eyapFY
East India Youth,5,5,https://www.youtube.com/watch?v=HdhbZ88UjD8
Marc Ribot's Ceramic Dog,5,5,https://www.youtube.com/watch?v=V9HhkU9AbeQ
Pains of Being Pure at Heart,1,1,https://www.youtube.com/watch?v=W22QpIzeS_w
Dan Mangan,1,1,https://www.youtube.com/watch?v=ZATnPbWsTSo
Buke And Gass,1,1,https://www.youtube.com/watch?v=-wQv60dxAUU
Neil Gaiman & Amanda Palmer,1,1,https://www.youtube.com/watch?v=yDy1Tnm30Js
Dale Watson,6,6,https://www.youtube.com/watch?v=UhOwWdZbBY8
Snail Mail,6,12,https://www.youtube.com/watch?v=DaoN-ihAip4
AMARA,4,4,https://www.youtube.com/watch?v=A8JWJiInWm0
Mother Falcon,2,4,https://www.youtube.com/watch?v=b1RDVyE9Cag
"Jimmie ""JJ"" Walker",1,1,https://www.youtube.com/watch?v=F_LFNwVpNF4
Joseph Messing and The Wise Men,1,1,https://www.youtube.com/watch?v=Y94FzurVqy0
Ben Howard,1,1,https://www.youtube.com/watch?v=8KQgs5tVomo
Waxwing,5,5,https://www.youtube.com/watch?v=i2LF6aGnM0Q
Panama Wedding,5,5,https://www.youtube.com/watch?v=cIFbM1ovNyw
Future Monarchs,5,5,https://www.youtube.com/watch?v=olvKg-TFhts
Sorority Noise,6,6,https://www.youtube.com/watch?v=JKQ5a4eRWPw
Wolfmother,1,1,https://www.youtube.com/watch?v=o-iQt4K5o2c
Adam Faucett & the Tall Grass,5,5,https://www.youtube.com/watch?v=tYUEg9HPYqQ
Roses,5,5,https://www.youtube.com/watch?v=eSPzYpKLioY
Kaleo,5,5,https://www.youtube.com/watch?v=W2M8Pe0ko-E
Widowspeak,13,26,https://www.youtube.com/watch?v=wJkZgCd7GZs
Ivory Waves,1,1,https://www.youtube.com/watch?v=rb6NlO7FW5w
Sampha,6,12,https://www.youtube.com/watch?v=2tqP3R-Deg8
Roforofo,7,7,https://www.youtube.com/watch?v=RlbxelaJXEc
Bossacucanova,6,6,https://www.youtube.com/watch?v=nPODTcVl8BA
Antonio Lizana,1,1,https://www.youtube.com/watch?v=3WocuIycshM
Souvenirs,6,6,https://www.youtube.com/watch?v=P_URpn8wKWE
Yellow Days,3,3,https://www.youtube.com/watch?v=2TRyt9S6Aks
Frank Black,1,1,https://www.youtube.com/watch?v=VB1jFZojtZI
Frankie Cosmos,6,12,https://www.youtube.com/watch?v=W3xINLRo034
Torpoise,2,2,https://www.youtube.com/watch?v=1ZbsWzYA55Q
Caroline Smith,6,6,https://www.youtube.com/watch?v=xNP0cZX7o2k
YesJulz,1,1,https://www.youtube.com/watch?v=5xqLu0AVhkE
Vincent Moon,1,1,https://www.youtube.com/watch?v=7wlxzNnNcek
BOAT,9,9,https://www.youtube.com/watch?v=IERasUu-Iew
Fanna-Fi-Allah Sufi Qawwali Ensemble,3,3,https://www.youtube.com/watch?v=MoLy3Hqa8AM
Fucked Up,1,1,https://www.youtube.com/watch?v=FL8fKY9j8ZE
Sóley,10,10,https://www.youtube.com/watch?v=SnYBSAN42Hc
VV Brown,1,1,https://www.youtube.com/watch?v=IUrcqzIFaFs
Flaco Jimenez,1,1,https://www.youtube.com/watch?v=gOMRNSmwa3U
Noir Cœur,1,1,https://www.youtube.com/watch?v=D1wE9c5ZZlg
Remo Drive,5,5,https://www.youtube.com/watch?v=X6amE5Naxhs
The Extra Lens,1,1,https://www.youtube.com/watch?v=NqAob1UNdlc
Andrew Applepie,1,1,https://www.youtube.com/watch?v=haYEpZsEY7w
RDGLDGRN,1,1,https://www.youtube.com/watch?v=oVVGZd2oH7Y
Spencer.,1,1,https://www.youtube.com/watch?v=mjO3TPMRqLg
Earl Sweatshirt & Samiyam,1,1,https://www.youtube.com/watch?v=H07t6qPvnmw
Baths,2,4,https://www.youtube.com/watch?v=b5c5azMz3qc
Flatbush Zombies,1,1,https://www.youtube.com/watch?v=609HPdYyi7Q
King Creosote And Jon Hopkins,1,1,https://www.youtube.com/watch?v=ej8vMh28SJY
Heather Maloney,6,6,https://www.youtube.com/watch?v=UUTa51DX5_A
Rainbow Kitten Surprise,6,6,https://www.youtube.com/watch?v=0m4Svi-REZQ
Kevin Devine,6,12,https://www.youtube.com/watch?v=3ysYvcZj-34
Active Bird Community,5,5,https://www.youtube.com/watch?v=4sg6YNLFmc4
Vic Mensa,1,1,https://www.youtube.com/watch?v=H6_vRvYrQ0o
Emmsjé Gauti,9,9,https://www.youtube.com/watch?v=lmk0rx2f2oM
Jonti,1,1,https://www.youtube.com/watch?v=eS7WGeJMi5g
Helena Deland,1,1,https://www.youtube.com/watch?v=RcUxaFjt5k4
Flight of the Conchords,1,1,https://www.youtube.com/watch?v=K_OU6l9SS0g
PWR BTTM,1,1,https://www.youtube.com/watch?v=ji-EdRtL9qU
Late In The Playoffs,1,1,https://www.youtube.com/watch?v=y5RdOGnwUPU
Mobley,6,6,https://www.youtube.com/watch?v=JcYqcw5ua-I
The Deslondes,5,5,https://www.youtube.com/watch?v=nx-aXlj5hhw
Quiet Company,5,5,https://www.youtube.com/watch?v=ByHVfRrMiUM
Mitski,13,39,https://www.youtube.com/watch?v=8vw61KskfPo
Damien Jurado,10,20,https://www.youtube.com/watch?v=x9e_BQuqUUE
Amasa Hines,4,4,https://www.youtube.com/watch?v=G7-hjqv-j3U
CELL7,8,8,https://www.youtube.com/watch?v=Mbz9i9bls_g
Leon Bridges,1,1,https://www.youtube.com/watch?v=C_oACPWGvM4
Rose Quartz,1,1,https://www.youtube.com/watch?v=ymD-k_RrG1E
Duff McKagan,1,1,https://www.youtube.com/watch?v=erp_bDy-q64
Deadstring Brothers,4,4,https://www.youtube.com/watch?v=n2sxIIQOTTw
The Lone Bellow,1,1,https://www.youtube.com/watch?v=zJyf5NqiMNE
Julie Cool,1,1,https://www.youtube.com/watch?v=ZC4rGDxXHjE
Weird Al,2,2,https://www.youtube.com/watch?v=nGGFEjp2ZrU
Man Or Astro-Man?,5,5,https://www.youtube.com/watch?v=Dxc65Vxrbns
Hazy Mountains,1,1,https://www.youtube.com/watch?v=HSkpmFQBNL4
Hey Rosetta!,5,5,https://www.youtube.com/watch?v=A2MEbc9VL_k
Matt Wilson's Christmas Tree-O,1,1,https://www.youtube.com/watch?v=Q7tz0MPz2QE
Blue Man Group,1,1,https://www.youtube.com/watch?v=qTJfITfbYNA
XXYYXX,1,1,https://www.youtube.com/watch?v=wERamAceieA
Fight Bite,1,1,https://www.youtube.com/watch?v=Mej2TwmHtxI
Sitcom,1,1,https://www.youtube.com/watch?v=Z9sliXzD5Jc
Hollis Brown,4,4,https://www.youtube.com/watch?v=TMf-6cXIytk
Trapper Schoepp,1,1,https://www.youtube.com/watch?v=E-Wq_I1lkMw
Hymnalaya,3,3,https://www.youtube.com/watch?v=exNlwBfBS-0
Jack and Eliza,1,1,https://www.youtube.com/watch?v=RS5OxcHDr54
The Wans,5,5,https://www.youtube.com/watch?v=pX54CnmZXoo
Lemonade,10,20,https://www.youtube.com/watch?v=Mvb5hKiDJFc
CASTLEBEAT,4,4,https://www.youtube.com/watch?v=OQXeK_-78wc
Alsarah & The Nubatones,1,1,https://www.youtube.com/watch?v=daXGLo4aeFQ
Debo Band,6,6,https://www.youtube.com/watch?v=CM_IdhBKMNE
Seattle Rock Orchestra Quintet with Sóley,1,1,https://www.youtube.com/watch?v=GVPMsC3C910
Prince Whipper Whip,1,1,https://www.youtube.com/watch?v=rkZe9LK219o
2 Chainz,1,1,https://www.youtube.com/watch?v=vVbwg7_jEYg
Kid Cudi,1,1,https://www.youtube.com/watch?v=Qjde_skU3p8
Marlin's Dreaming,2,2,https://www.youtube.com/watch?v=P-YxkU-BK1s
Deaf Wish,5,5,https://www.youtube.com/watch?v=ISlw197WjeQ
Helado Negro,10,20,https://www.youtube.com/watch?v=tgDmusEYy00
ILoveMakonnen,1,1,https://www.youtube.com/watch?v=DJePwMB1mXE
Moonrise Nation,6,6,https://www.youtube.com/watch?v=uVl6LACmFIY
The Parlotones,1,1,https://www.youtube.com/watch?v=MuGEFf8O0KU
Maps & Atlases,14,28,https://www.youtube.com/watch?v=JaVsgJFTX_Y
St. Paul de Vence,5,5,https://www.youtube.com/watch?v=gbtyYUR2xKQ
Marty Stuart and his Fabulous Superlatives,5,5,https://www.youtube.com/watch?v=OcJf1QZb0W4
Pure Bathing Culture,13,39,https://www.youtube.com/watch?v=JI9HSbqrQr8
Adam Torres,1,1,https://www.youtube.com/watch?v=NIsUeV_zmA0
Ladysmith Black Mambazo,5,5,https://www.youtube.com/watch?v=1OJ9X2E_6JA
Shugo Tokumaru,5,5,https://www.youtube.com/watch?v=BSpJRiV3CGw
Acoustic Africa featuring Habib Koite & Vusi Mahlasela,3,3,https://www.youtube.com/watch?v=jiEgDChHksg
Jon Schnepp (Metalocalypse),1,1,https://www.youtube.com/watch?v=Vs3WOivGaws
Dinosaur Pile-Up,6,6,https://www.youtube.com/watch?v=p7gDgITmkEY
Firewater,5,5,https://www.youtube.com/watch?v=0MuVpZlZPz0
BLOW,5,5,https://www.youtube.com/watch?v=hwvW3iwM6qs
BEADS,1,1,https://www.youtube.com/watch?v=Cr93pQxCR6Y
Wovenhand,1,1,https://www.youtube.com/watch?v=XPJjVYimkeM
Avi Buffalo,11,22,https://www.youtube.com/watch?v=J0rltNRM-Ok
Horse Feathers,2,4,https://www.youtube.com/watch?v=LPHYP0GFMjw
Beach Slang,1,1,https://www.youtube.com/watch?v=FA1TsteS7z0
Hazel English,6,12,https://www.youtube.com/watch?v=hfdWUg4GwgM
KIT,1,1,https://www.youtube.com/watch?v=k9DZ-V-Xdkk
Crooked Fingers,5,5,https://www.youtube.com/watch?v=pzTcvAgYIaI
Chris Forsyth & The Solar Motel Band,1,1,https://www.youtube.com/watch?v=ZHbkzeVym_0
Yowler,7,14,https://www.youtube.com/watch?v=4TmRBP3AaFI
Ralph Benmergui,1,1,https://www.youtube.com/watch?v=tdFHmXScjjw
Sam Amidon & Bill Frisell,1,1,https://www.youtube.com/watch?v=Fw2X9dMtDmc
Negative Gemini,2,2,https://www.youtube.com/watch?v=_ItPQbjZ7ak
Edmar Castaneda,1,1,https://www.youtube.com/watch?v=0SNhAKyXtC8
Abe Vigoda,1,1,https://www.youtube.com/watch?v=vuMNsoRrJ4o
Radiation City,10,10,https://www.youtube.com/watch?v=n3xU_y9EJMs
The Dodos,15,30,https://www.youtube.com/watch?v=LhietWRwUOI
Eliot Fisk & Paco Peña,1,1,https://www.youtube.com/watch?v=PDdudDaWdqY
Cautious Clay,1,1,https://www.youtube.com/watch?v=ZMFsNwrc8XY
Sindri Már Sigfússon,1,1,https://www.youtube.com/watch?v=Kh1iqkRH04g
Casual,2,2,https://www.youtube.com/watch?v=PVd849AferU
Dreamers,4,4,https://www.youtube.com/watch?v=W0dficMQXrU
Secret Space,5,5,https://www.youtube.com/watch?v=s0BUmEMvqgQ
Madchild,1,1,https://www.youtube.com/watch?v=LCx7w2C1vg4
(Sandy) Alex G,9,18,https://www.youtube.com/watch?v=MgPmKxDUZp8
Obits,5,5,https://www.youtube.com/watch?v=I_KdbFVgOA8
Antibalas,5,10,https://www.youtube.com/watch?v=eXwPhM9_XFA
The Notwist,2,2,https://www.youtube.com/watch?v=baMnKCaSqwk
Mykki Blanco,1,1,https://www.youtube.com/watch?v=ROPkyA0sr1c
Nirvana,3,3,https://www.youtube.com/watch?v=UHNEQFYiV4U
Day Joy,1,1,https://www.youtube.com/watch?v=_CakEq6M_7A
Yumi Zouma,2,2,https://www.youtube.com/watch?v=hdCA_ByACco
Choir Vandals,5,5,https://www.youtube.com/watch?v=92Y4Nb9nEIY
Jim Ward,1,1,https://www.youtube.com/watch?v=YvwZR4AiFMw
Blur,1,1,https://www.youtube.com/watch?v=AkNvk2MgiCc
Fountains Of Wayne,1,1,https://www.youtube.com/watch?v=nIO1tXMnt4E
Minus The Bear,5,5,https://www.youtube.com/watch?v=34L_54vqhsk
Robin Guthrie,4,4,https://www.youtube.com/watch?v=qngc--zwGxY
The Heavenly States,5,5,https://www.youtube.com/watch?v=0w9YTbN2uY4
Christian Lee Hutson,5,5,https://www.youtube.com/watch?v=eIftwj7XVN4
Three Trapped Tigers,5,5,https://www.youtube.com/watch?v=Z3qKFgwX3c4
Yusuf/Cat Stevens,1,1,https://www.youtube.com/watch?v=FoPoI1IwcTw
Mike Doughty,10,10,https://www.youtube.com/watch?v=8isABPDEMro
Spanish For 100,3,3,https://www.youtube.com/watch?v=drqI1MNUjEM
Mmoths,1,1,https://www.youtube.com/watch?v=m5xK3N3c4IY
Brass Bed,1,1,https://www.youtube.com/watch?v=e8IyZHwtsc0
Vieux Farka Toure,5,5,https://www.youtube.com/watch?v=QVWNOu6jn4A
Kishi Bashi,23,69,https://www.youtube.com/watch?v=et7ZyaQILXo
Stripmall Architecture,4,4,https://www.youtube.com/watch?v=SXx0Wgx6418
Weekend,6,6,https://www.youtube.com/watch?v=tQBMvm-LSbA
Vieux Farka Toure and Idan Raichel,1,1,https://www.youtube.com/watch?v=b0-cl-9pcT4
Diesto,4,4,https://www.youtube.com/watch?v=Q5LjC4jY0ic
Ben Gibbard,1,1,https://www.youtube.com/watch?v=wMj-Ai9NOjY
The Cardboard Swords,6,6,https://www.youtube.com/watch?v=XIixu-sZvPE
Bomba Estereo,3,6,https://www.youtube.com/watch?v=B_ay1PQFRxY
Heavy Trash,1,1,https://www.youtube.com/watch?v=H0N-RIPNZpw
Neil Innes,1,1,https://www.youtube.com/watch?v=woqgI7loyo4
Jon Treneff (Light in the Attic),1,1,https://www.youtube.com/watch?v=6Vd1P83_Vxc
Common At The White House,1,1,https://www.youtube.com/watch?v=2AChGszRGwI
CSS,1,1,https://www.youtube.com/watch?v=NSQFJMye1HE
Jonathan Meiburg,5,5,https://www.youtube.com/watch?v=Ai5MvrIN_L8
Macklemore & Ryan Lewis,7,21,https://www.youtube.com/watch?v=-We5oG6nRAU
CYMBALS,6,6,https://www.youtube.com/watch?v=zCHeGFXgqHI
Boss Hog,5,5,https://www.youtube.com/watch?v=nX3kGl_wR0c
Dan Mangan + Blacksmith,5,5,https://www.youtube.com/watch?v=yQ4-_9zBumQ
whysowhite,3,3,https://www.youtube.com/watch?v=d_p86zwb8xQ
Dum Dum Girls,9,9,https://www.youtube.com/watch?v=b1g9bSZOSmU
The Jones Family Singers,5,5,https://www.youtube.com/watch?v=kx3vRIxwT30
King Gizzard & The Lizard Wizard,10,20,https://www.youtube.com/watch?v=F_1gqm4T03g
"Parks, Squares & Alleys",1,1,https://www.youtube.com/watch?v=A8gFmq7S3BU
Flower Face,1,1,https://www.youtube.com/watch?v=HuDGvkpBmTQ
Ivadell,7,7,https://www.youtube.com/watch?v=ssSrmzHkUrM
Notwist & Odd Nosdam,1,1,https://www.youtube.com/watch?v=mmFogLao5KA
Red Wanting Blue,7,7,https://www.youtube.com/watch?v=cHM1Xh6hVRI
Sóley,9,9,https://www.youtube.com/watch?v=yVFpKl4_gyk
STRFKR,10,20,https://www.youtube.com/watch?v=wqKiTkGO4Z0
Small Houses,5,5,https://www.youtube.com/watch?v=I9FOueA-Pb8
Trad.Attack!,5,5,https://www.youtube.com/watch?v=uSdvpDyejyU
Fred Thomas,1,1,https://www.youtube.com/watch?v=m136UlYN5SQ
Saviours,1,1,https://www.youtube.com/watch?v=4FWA1kITxs4
Conor Oberst,12,36,https://www.youtube.com/watch?v=sLw33-HmUCo
Joe Boyd And Robin Hitchcock,1,1,https://www.youtube.com/watch?v=-XwZf3zpAH8
Milagres,5,5,https://www.youtube.com/watch?v=fLsGtvyVoBY
Dungen,8,16,https://www.youtube.com/watch?v=iWnHWHQmsMg
The Sumner Brothers,5,5,https://www.youtube.com/watch?v=wBK9QBWGsKs
Middle Class Rut,5,5,https://www.youtube.com/watch?v=wgey-idEg54
Mako and Munjuru,5,5,https://www.youtube.com/watch?v=CKYbWUJXxiI
Waterstreet,1,1,https://www.youtube.com/watch?v=Qc6DgCksM18
The White Stripes,1,1,https://www.youtube.com/watch?v=kbNAMStU4o0
Asobi Seksu,4,4,https://www.youtube.com/watch?v=1xMGqi5mJR0
STAG,4,4,https://www.youtube.com/watch?v=8qf6CTj66sQ
Ohmme,5,5,https://www.youtube.com/watch?v=xUxP5sNEM_g
Baptists,6,6,https://www.youtube.com/watch?v=4YwEd_PSOIw
Liz Vice,5,5,https://www.youtube.com/watch?v=rFOBq-CZQPo
White Fence,1,1,https://www.youtube.com/watch?v=ksRWszZZguY
Peter Hook (Joy Division),1,1,https://www.youtube.com/watch?v=969bX03pFg4
TV Girl,1,1,https://www.youtube.com/watch?v=3ilXOXOA92U
Star Anna & The Laughing Dogs,5,5,https://www.youtube.com/watch?v=Yl5grxs-eao
Anthrax,1,1,https://www.youtube.com/watch?v=6Udh2lpoQw0
Sidewalk Chalk,1,1,https://www.youtube.com/watch?v=pwp7DEWdp9U
You Me At Six,5,5,https://www.youtube.com/watch?v=CadVhhIYbDU
Eef Barzelay of Clem Snide,1,1,https://www.youtube.com/watch?v=YX6vj6ni9ic
Hemmingbirds,1,1,https://www.youtube.com/watch?v=I0E6zblInGw
Pontiak,9,9,https://www.youtube.com/watch?v=ON_T0wj-qTY
Mos Def,1,1,https://www.youtube.com/watch?v=FBR707CHrGE
MC Supernatural,1,1,https://www.youtube.com/watch?v=sEhLekwpC8o
Degrassi Kids,1,1,https://www.youtube.com/watch?v=W82sIrdRZw8
The Good Weird,2,2,https://www.youtube.com/watch?v=bnAdAlLqjCA
Dave Grohl,1,1,https://www.youtube.com/watch?v=ce0JXv5937c
The Pines,5,5,https://www.youtube.com/watch?v=Ox9x_Li9xT0
Francisco the Man,1,1,https://www.youtube.com/watch?v=tJBpO-1ufpg
Elvira,1,1,https://www.youtube.com/watch?v=F1FyWI3bhNo
Open Air Stereo,4,4,https://www.youtube.com/watch?v=AukOIXxuwgc
Cub Sport,10,10,https://www.youtube.com/watch?v=Rv1MW3GkW6o
Lee Scratch Perry & Subatomic Sound System,1,1,https://www.youtube.com/watch?v=iTNam6GbJYg
The Prettiots,1,1,https://www.youtube.com/watch?v=PtlDvF6f1sQ
Marriages,4,4,https://www.youtube.com/watch?v=zbs574jZzd0
Małe Miasta,7,7,https://www.youtube.com/watch?v=SPBlyXOvdvo
Vinyl Williams,5,5,https://www.youtube.com/watch?v=7vRb8XxwSn0
Amoeba Music Berkeley,1,1,https://www.youtube.com/watch?v=lXA6pfQcN2Q
Woodkid,1,1,https://www.youtube.com/watch?v=rocv2e5iHNU
Jaimeo Brown Transcendence,4,4,https://www.youtube.com/watch?v=22TGGSmSp5g
Michael Moore,1,1,https://www.youtube.com/watch?v=RHzxhLs3ck0
Riverboat Gamblers,1,1,https://www.youtube.com/watch?v=y9B3c1LmVRc
Mood Rings,1,1,https://www.youtube.com/watch?v=0HxpQCcqhms
Trash Talk,1,1,https://www.youtube.com/watch?v=2y0K9Rh3YOU
Ballake Sissoko And Vincent Segal,1,1,https://www.youtube.com/watch?v=QtiTfejYpgs
Vanilla Ice,1,1,https://www.youtube.com/watch?v=nbpSzZTPAks
Martha Wainwright,1,1,https://www.youtube.com/watch?v=1h_biu6oRTY
Viet Cong,4,4,https://www.youtube.com/watch?v=qgZDD5fUJo4
Barrence Whitfield & The Savages,7,7,https://www.youtube.com/watch?v=n1-h2BCX0ks
John Roderick,2,2,https://www.youtube.com/watch?v=gi1kBXsuK5s
La Luz,17,17,https://www.youtube.com/watch?v=OOuQYWr0lq0
The Moth & the Flame,7,7,https://www.youtube.com/watch?v=3Yf0rBOcQiA
Deastro,1,1,https://www.youtube.com/watch?v=S4C_2WVmjsc
Destiny's Child,1,1,https://www.youtube.com/watch?v=l4G-v3-qJsI
Giant Panda Guerilla Dub Squad,7,7,https://www.youtube.com/watch?v=tizUZZSYcYY
Pennywise,1,1,https://www.youtube.com/watch?v=YiRNrJqE9pk
Jakubi,6,6,https://www.youtube.com/watch?v=LORXwyVNEX4
White Reaper,10,20,https://www.youtube.com/watch?v=PYnjOy3HJ9c
Pétur Ben & Eberg,2,2,https://www.youtube.com/watch?v=aNBZPOSkJDQ
Desiigner,1,1,https://www.youtube.com/watch?v=1mHfXzApv50
Bon Accord,1,1,https://www.youtube.com/watch?v=khcf66tRIeM
Empires,10,10,https://www.youtube.com/watch?v=g9z3UfcqLQM
Gliss,7,7,https://www.youtube.com/watch?v=-WK364b9qJA
Motorhead,1,1,https://www.youtube.com/watch?v=yuUmC3zZuMc
Steve Kimock,1,1,https://www.youtube.com/watch?v=YvKVs-q1oZU
Youryoungbody,5,5,https://www.youtube.com/watch?v=d1I2ttH1I3s
Nite Jewel,7,21,https://www.youtube.com/watch?v=0YpXv3mIXWU
Sallie Ford and the Sound Outside,10,10,https://www.youtube.com/watch?v=2ONqizm8Dew
Joan Shelley with Nathan Salsburg,5,5,https://www.youtube.com/watch?v=4x8esUNpa5A
Midnight Faces,5,5,https://www.youtube.com/watch?v=9Y5rnx_k5r0
The Album Leaf,4,4,https://www.youtube.com/watch?v=tyyWxoga6z8
Amoeba Music Hollywood,1,1,https://www.youtube.com/watch?v=dqdPuHLCrvE
Band Of Horses,6,12,https://www.youtube.com/watch?v=BDcKMpFIcJY
David Quon (of We Barbarians),1,1,https://www.youtube.com/watch?v=NxGHBRmI-mw
The Bears of Blue River,1,1,https://www.youtube.com/watch?v=jHpwXbEk4Is
Hem,1,1,https://www.youtube.com/watch?v=Ma9X4_PKctk
Charles Bradley and his Extraordinaires,6,6,https://www.youtube.com/watch?v=HpXavW7mqyM
Cults,9,36,https://www.youtube.com/watch?v=9hL1z0gWdT0
Evening Bell,5,5,https://www.youtube.com/watch?v=3gBCJ5TK-pg
Lo Tom,5,5,https://www.youtube.com/watch?v=Xs5TQymBt7c
The Juliana Hatfield Three,5,5,https://www.youtube.com/watch?v=gz92IEcmKkQ
The Black Keys,1,1,https://www.youtube.com/watch?v=6wXs2f6OlBg
CHON,8,8,https://www.youtube.com/watch?v=RxL6FF28V2g
Alex Winter,1,1,https://www.youtube.com/watch?v=1RJnKlDMpMA
The Nile Project,5,5,https://www.youtube.com/watch?v=QF88KykRpS8
Muck,6,6,https://www.youtube.com/watch?v=BiCHas_koss
Solids,4,4,https://www.youtube.com/watch?v=akmKo8zKFM8
Los Fabulosos Cadillacs,1,1,https://www.youtube.com/watch?v=nZbyiPY_j4U
Polaris,6,6,https://www.youtube.com/watch?v=rvtA68Tz9s0
Mas Ysa,5,5,https://www.youtube.com/watch?v=XhQ92igKb6s
Cam'Ron,1,1,https://www.youtube.com/watch?v=BodRXUmO0EQ
Thank You Scientist,4,4,https://www.youtube.com/watch?v=yicAQ3YoUUU
Ken Stringfellow,2,2,https://www.youtube.com/watch?v=OKWHoC_moWQ
Mow,1,1,https://www.youtube.com/watch?v=bEsjdJkx9qc
Shovels & Rope,15,30,https://www.youtube.com/watch?v=N8_mAYlcat8
Major League,5,5,https://www.youtube.com/watch?v=orB6gXl8D3M
Boogie Trouble,10,10,https://www.youtube.com/watch?v=H4hw81xpUqA
Palehound,8,24,https://www.youtube.com/watch?v=FhWLT7asfRQ
Reggie Watts,1,1,https://www.youtube.com/watch?v=dRmRr3Z8Zv8
The Hold Steady,5,5,https://www.youtube.com/watch?v=GSXqmLT4mz4
Tallest Man on Earth,1,1,https://www.youtube.com/watch?v=JLRTleMY_mc
Taylar Elizza Beth,5,5,https://www.youtube.com/watch?v=3qo9vpE9EYk
J Fernandez,7,7,https://www.youtube.com/watch?v=rVN_5Z-PK-E
Tyler Burkhart,1,1,https://www.youtube.com/watch?v=H8lTu6ha1wU
